date,sku,warehouse,demand,sales,inventory_on_hand,replenishment_qty,lead_time_days,stockout_flag
4/3/2023,SKU_015,WH_A,26,26,189,0,18,0
4/4/2023,SKU_015,WH_A,23,23,166,0,18,0
4/5/2023,SKU_015,WH_A,28,28,660,522,18,0
4/6/2023,SKU_015,WH_A,28,28,632,0,18,0
4/7/2023,SKU_015,WH_A,27,27,605,0,18,0
4/8/2023,SKU_015,WH_A,25,25,580,0,18,0
4/9/2023,SKU_015,WH_A,25,25,555,0,18,0
4/10/2023,SKU_015,WH_A,43,43,512,0,18,0
4/11/2023,SKU_015,WH_A,34,34,478,0,18,0
4/12/2023,SKU_015,WH_A,24,24,454,0,18,0
4/13/2023,SKU_015,WH_A,32,32,422,0,18,0
4/14/2023,SKU_015,WH_A,36,36,386,0,18,0
4/15/2023,SKU_015,WH_A,32,32,354,0,18,0
4/16/2023,SKU_015,WH_A,42,42,312,0,18,0
4/17/2023,SKU_015,WH_A,29,29,283,0,18,0
4/18/2023,SKU_015,WH_A,23,23,260,0,18,0
4/19/2023,SKU_015,WH_A,25,25,235,0,18,0
4/20/2023,SKU_015,WH_A,24,24,211,0,18,0
4/21/2023,SKU_015,WH_A,32,32,179,0,18,0
4/22/2023,SKU_015,WH_A,34,34,552,407,18,0
4/23/2023,SKU_015,WH_A,23,23,529,0,18,0
4/24/2023,SKU_015,WH_A,24,24,505,0,18,0
4/25/2023,SKU_015,WH_A,26,26,479,0,18,0
4/26/2023,SKU_015,WH_A,39,39,440,0,18,0
4/27/2023,SKU_015,WH_A,32,32,408,0,18,0
4/28/2023,SKU_015,WH_A,30,30,378,0,18,0
4/29/2023,SKU_015,WH_A,25,25,353,0,18,0
4/30/2023,SKU_015,WH_A,28,28,325,0,18,0
5/1/2023,SKU_015,WH_A,30,30,295,0,18,0
5/2/2023,SKU_015,WH_A,34,34,261,0,18,0
5/3/2023,SKU_015,WH_A,26,26,235,0,18,0
5/4/2023,SKU_015,WH_A,29,29,206,0,18,0
5/5/2023,SKU_015,WH_A,36,36,170,0,18,0
5/6/2023,SKU_015,WH_A,33,33,368,231,18,0
5/7/2023,SKU_015,WH_A,28,28,340,0,18,0
5/8/2023,SKU_015,WH_A,36,36,304,0,18,0
5/9/2023,SKU_015,WH_A,27,27,277,0,18,0
5/10/2023,SKU_015,WH_A,31,31,246,0,18,0
5/11/2023,SKU_015,WH_A,27,27,219,0,18,0
5/12/2023,SKU_015,WH_A,25,25,194,0,18,0
5/13/2023,SKU_015,WH_A,31,31,163,0,18,0
5/14/2023,SKU_015,WH_A,35,35,615,487,18,0
5/15/2023,SKU_015,WH_A,32,32,583,0,18,0
5/16/2023,SKU_015,WH_A,34,34,549,0,18,0
5/17/2023,SKU_015,WH_A,39,39,510,0,18,0
5/18/2023,SKU_015,WH_A,27,27,483,0,18,0
5/19/2023,SKU_015,WH_A,24,24,459,0,18,0
5/20/2023,SKU_015,WH_A,26,26,433,0,18,0
5/21/2023,SKU_015,WH_A,19,19,414,0,18,0
5/22/2023,SKU_015,WH_A,26,26,388,0,18,0
5/23/2023,SKU_015,WH_A,23,23,365,0,18,0
5/24/2023,SKU_015,WH_A,22,22,343,0,18,0
5/25/2023,SKU_015,WH_A,33,33,310,0,18,0
5/26/2023,SKU_015,WH_A,31,31,279,0,18,0
5/27/2023,SKU_015,WH_A,23,23,256,0,18,0
5/28/2023,SKU_015,WH_A,27,27,229,0,18,0
5/29/2023,SKU_015,WH_A,29,29,200,0,18,0
5/30/2023,SKU_015,WH_A,16,16,184,0,18,0
5/31/2023,SKU_015,WH_A,23,23,161,0,18,0
6/1/2023,SKU_015,WH_A,31,31,448,318,18,0
6/2/2023,SKU_015,WH_A,33,33,415,0,18,0
6/3/2023,SKU_015,WH_A,33,33,382,0,18,0
6/4/2023,SKU_015,WH_A,17,17,365,0,18,0
6/5/2023,SKU_015,WH_A,28,28,337,0,18,0
6/6/2023,SKU_015,WH_A,22,22,315,0,18,0
6/7/2023,SKU_015,WH_A,20,20,295,0,18,0
6/8/2023,SKU_015,WH_A,29,29,266,0,18,0
6/9/2023,SKU_015,WH_A,33,33,233,0,18,0
6/10/2023,SKU_015,WH_A,23,23,210,0,18,0
6/11/2023,SKU_015,WH_A,29,29,181,0,18,0
6/12/2023,SKU_015,WH_A,36,36,474,329,18,0
6/13/2023,SKU_015,WH_A,38,38,436,0,18,0
6/14/2023,SKU_015,WH_A,30,30,406,0,18,0
6/15/2023,SKU_015,WH_A,29,29,377,0,18,0
6/16/2023,SKU_015,WH_A,21,21,356,0,18,0
6/17/2023,SKU_015,WH_A,38,38,318,0,18,0
6/18/2023,SKU_015,WH_A,28,28,290,0,18,0
6/19/2023,SKU_015,WH_A,32,32,258,0,18,0
6/20/2023,SKU_015,WH_A,26,26,232,0,18,0
6/21/2023,SKU_015,WH_A,23,23,209,0,18,0
6/22/2023,SKU_015,WH_A,31,31,178,0,18,0
6/23/2023,SKU_015,WH_A,23,23,155,0,18,0
6/24/2023,SKU_015,WH_A,26,26,521,392,18,0
6/25/2023,SKU_015,WH_A,28,28,493,0,18,0
6/26/2023,SKU_015,WH_A,31,31,462,0,18,0
6/27/2023,SKU_015,WH_A,27,27,435,0,18,0
6/28/2023,SKU_015,WH_A,27,27,408,0,18,0
6/29/2023,SKU_015,WH_A,28,28,380,0,18,0
6/30/2023,SKU_015,WH_A,30,30,350,0,18,0
7/1/2023,SKU_015,WH_A,23,23,327,0,18,0
7/2/2023,SKU_015,WH_A,31,31,296,0,18,0
7/3/2023,SKU_015,WH_A,34,34,262,0,18,0
7/4/2023,SKU_015,WH_A,31,31,231,0,18,0
7/5/2023,SKU_015,WH_A,27,27,204,0,18,0
7/6/2023,SKU_015,WH_A,29,29,175,0,18,0
7/7/2023,SKU_015,WH_A,29,29,426,280,18,0
7/8/2023,SKU_015,WH_A,17,17,409,0,18,0
7/9/2023,SKU_015,WH_A,30,30,379,0,18,0
7/10/2023,SKU_015,WH_A,25,25,354,0,18,0
7/11/2023,SKU_015,WH_A,30,30,324,0,18,0
7/12/2023,SKU_015,WH_A,40,40,284,0,18,0
7/13/2023,SKU_015,WH_A,41,41,243,0,18,0
7/14/2023,SKU_015,WH_A,35,35,208,0,18,0
7/15/2023,SKU_015,WH_A,32,32,176,0,18,0
7/16/2023,SKU_015,WH_A,30,30,372,226,18,0
7/17/2023,SKU_015,WH_A,28,28,344,0,18,0
7/18/2023,SKU_015,WH_A,17,17,327,0,18,0
7/19/2023,SKU_015,WH_A,31,31,296,0,18,0
7/20/2023,SKU_015,WH_A,32,32,264,0,18,0
7/21/2023,SKU_015,WH_A,27,27,237,0,18,0
7/22/2023,SKU_015,WH_A,27,27,210,0,18,0
7/23/2023,SKU_015,WH_A,35,35,175,0,18,0
7/24/2023,SKU_015,WH_A,31,31,424,280,18,0
7/25/2023,SKU_015,WH_A,33,33,391,0,18,0
7/26/2023,SKU_015,WH_A,34,34,357,0,18,0
7/27/2023,SKU_015,WH_A,24,24,333,0,18,0
7/28/2023,SKU_015,WH_A,31,31,302,0,18,0
7/29/2023,SKU_015,WH_A,36,36,266,0,18,0
7/30/2023,SKU_015,WH_A,26,26,240,0,18,0
7/31/2023,SKU_015,WH_A,20,20,220,0,18,0
8/1/2023,SKU_015,WH_A,26,26,194,0,18,0
8/2/2023,SKU_015,WH_A,19,19,175,0,18,0
8/3/2023,SKU_015,WH_A,37,37,383,245,18,0
8/4/2023,SKU_015,WH_A,36,36,347,0,18,0
8/5/2023,SKU_015,WH_A,26,26,321,0,18,0
8/6/2023,SKU_015,WH_A,28,28,293,0,18,0
8/7/2023,SKU_015,WH_A,32,32,261,0,18,0
8/8/2023,SKU_015,WH_A,22,22,239,0,18,0
8/9/2023,SKU_015,WH_A,35,35,204,0,18,0
8/10/2023,SKU_015,WH_A,28,28,176,0,18,0
8/11/2023,SKU_015,WH_A,24,24,152,0,18,0
8/12/2023,SKU_015,WH_A,24,24,705,577,18,0
8/13/2023,SKU_015,WH_A,33,33,672,0,18,0
8/14/2023,SKU_015,WH_A,38,38,634,0,18,0
8/15/2023,SKU_015,WH_A,27,27,607,0,18,0
8/16/2023,SKU_015,WH_A,23,23,584,0,18,0
8/17/2023,SKU_015,WH_A,21,21,563,0,18,0
8/18/2023,SKU_015,WH_A,39,39,524,0,18,0
8/19/2023,SKU_015,WH_A,24,24,500,0,18,0
8/20/2023,SKU_015,WH_A,22,22,478,0,18,0
8/21/2023,SKU_015,WH_A,34,34,444,0,18,0
8/22/2023,SKU_015,WH_A,32,32,412,0,18,0
8/23/2023,SKU_015,WH_A,25,25,387,0,18,0
8/24/2023,SKU_015,WH_A,25,25,362,0,18,0
8/25/2023,SKU_015,WH_A,25,25,337,0,18,0
8/26/2023,SKU_015,WH_A,33,33,304,0,18,0
8/27/2023,SKU_015,WH_A,37,37,267,0,18,0
8/28/2023,SKU_015,WH_A,30,30,237,0,18,0
8/29/2023,SKU_015,WH_A,37,37,200,0,18,0
8/30/2023,SKU_015,WH_A,23,23,177,0,18,0
8/31/2023,SKU_015,WH_A,35,35,431,289,18,0
9/1/2023,SKU_015,WH_A,25,25,406,0,18,0
9/2/2023,SKU_015,WH_A,30,30,376,0,18,0
9/3/2023,SKU_015,WH_A,31,31,345,0,18,0
9/4/2023,SKU_015,WH_A,30,30,315,0,18,0
9/5/2023,SKU_015,WH_A,39,39,276,0,18,0
9/6/2023,SKU_015,WH_A,34,34,242,0,18,0
9/7/2023,SKU_015,WH_A,44,44,198,0,18,0
9/8/2023,SKU_015,WH_A,28,28,170,0,18,0
9/9/2023,SKU_015,WH_A,23,23,739,592,18,0
9/10/2023,SKU_015,WH_A,32,32,707,0,18,0
9/11/2023,SKU_015,WH_A,33,33,674,0,18,0
9/12/2023,SKU_015,WH_A,28,28,646,0,18,0
9/13/2023,SKU_015,WH_A,35,35,611,0,18,0
9/14/2023,SKU_015,WH_A,36,36,575,0,18,0
9/15/2023,SKU_015,WH_A,31,31,544,0,18,0
9/16/2023,SKU_015,WH_A,32,32,512,0,18,0
9/17/2023,SKU_015,WH_A,30,30,482,0,18,0
9/18/2023,SKU_015,WH_A,29,29,453,0,18,0
9/19/2023,SKU_015,WH_A,19,19,434,0,18,0
9/20/2023,SKU_015,WH_A,28,28,406,0,18,0
9/21/2023,SKU_015,WH_A,24,24,382,0,18,0
9/22/2023,SKU_015,WH_A,25,25,357,0,18,0
9/23/2023,SKU_015,WH_A,29,29,328,0,18,0
9/24/2023,SKU_015,WH_A,20,20,308,0,18,0
9/25/2023,SKU_015,WH_A,30,30,278,0,18,0
9/26/2023,SKU_015,WH_A,42,42,236,0,18,0
9/27/2023,SKU_015,WH_A,21,21,215,0,18,0
9/28/2023,SKU_015,WH_A,38,38,177,0,18,0
9/29/2023,SKU_015,WH_A,30,30,421,274,18,0
9/30/2023,SKU_015,WH_A,55,55,366,0,18,0
10/1/2023,SKU_015,WH_A,30,30,336,0,18,0
10/2/2023,SKU_015,WH_A,28,28,308,0,18,0
10/3/2023,SKU_015,WH_A,38,38,270,0,18,0
10/4/2023,SKU_015,WH_A,22,22,248,0,18,0
10/5/2023,SKU_015,WH_A,22,22,226,0,18,0
10/6/2023,SKU_015,WH_A,33,33,193,0,18,0
10/7/2023,SKU_015,WH_A,24,24,169,0,18,0
10/8/2023,SKU_015,WH_A,32,32,406,269,18,0
10/9/2023,SKU_015,WH_A,26,26,380,0,18,0
10/10/2023,SKU_015,WH_A,20,20,360,0,18,0
10/11/2023,SKU_015,WH_A,28,28,332,0,18,0
10/12/2023,SKU_015,WH_A,31,31,301,0,18,0
10/13/2023,SKU_015,WH_A,20,20,281,0,18,0
10/14/2023,SKU_015,WH_A,31,31,250,0,18,0
10/15/2023,SKU_015,WH_A,30,30,220,0,18,0
10/16/2023,SKU_015,WH_A,31,31,189,0,18,0
10/17/2023,SKU_015,WH_A,27,27,162,0,18,0
10/18/2023,SKU_015,WH_A,31,31,546,415,18,0
10/19/2023,SKU_015,WH_A,29,29,517,0,18,0
10/20/2023,SKU_015,WH_A,32,32,485,0,18,0
10/21/2023,SKU_015,WH_A,33,33,452,0,18,0
10/22/2023,SKU_015,WH_A,23,23,429,0,18,0
10/23/2023,SKU_015,WH_A,33,33,396,0,18,0
10/24/2023,SKU_015,WH_A,32,32,364,0,18,0
10/25/2023,SKU_015,WH_A,31,31,333,0,18,0
10/26/2023,SKU_015,WH_A,21,21,312,0,18,0
10/27/2023,SKU_015,WH_A,27,27,285,0,18,0
10/28/2023,SKU_015,WH_A,26,26,259,0,18,0
10/29/2023,SKU_015,WH_A,34,34,225,0,18,0
10/30/2023,SKU_015,WH_A,29,29,196,0,18,0
10/31/2023,SKU_015,WH_A,36,36,160,0,18,0
11/1/2023,SKU_015,WH_A,38,38,410,288,18,0
11/2/2023,SKU_015,WH_A,29,29,381,0,18,0
11/3/2023,SKU_015,WH_A,34,34,347,0,18,0
11/4/2023,SKU_015,WH_A,37,37,310,0,18,0
11/5/2023,SKU_015,WH_A,31,31,279,0,18,0
11/6/2023,SKU_015,WH_A,24,24,255,0,18,0
11/7/2023,SKU_015,WH_A,33,33,222,0,18,0
11/8/2023,SKU_015,WH_A,27,27,195,0,18,0
11/9/2023,SKU_015,WH_A,31,31,164,0,18,0
11/10/2023,SKU_015,WH_A,24,24,712,572,18,0
11/11/2023,SKU_015,WH_A,37,37,675,0,18,0
11/12/2023,SKU_015,WH_A,27,27,648,0,18,0
11/13/2023,SKU_015,WH_A,20,20,628,0,18,0
11/14/2023,SKU_015,WH_A,30,30,598,0,18,0
11/15/2023,SKU_015,WH_A,26,26,572,0,18,0
11/16/2023,SKU_015,WH_A,18,18,554,0,18,0
11/17/2023,SKU_015,WH_A,27,27,527,0,18,0
11/18/2023,SKU_015,WH_A,38,38,489,0,18,0
11/19/2023,SKU_015,WH_A,30,30,459,0,18,0
11/20/2023,SKU_015,WH_A,30,30,429,0,18,0
11/21/2023,SKU_015,WH_A,32,32,397,0,18,0
11/22/2023,SKU_015,WH_A,23,23,374,0,18,0
11/23/2023,SKU_015,WH_A,28,28,346,0,18,0
11/24/2023,SKU_015,WH_A,33,33,313,0,18,0
11/25/2023,SKU_015,WH_A,27,27,286,0,18,0
11/26/2023,SKU_015,WH_A,20,20,266,0,18,0
11/27/2023,SKU_015,WH_A,29,29,237,0,18,0
11/28/2023,SKU_015,WH_A,41,41,196,0,18,0
11/29/2023,SKU_015,WH_A,22,22,174,0,18,0
11/30/2023,SKU_015,WH_A,26,26,659,511,18,0
12/1/2023,SKU_015,WH_A,28,28,631,0,18,0
12/2/2023,SKU_015,WH_A,20,20,611,0,18,0
12/3/2023,SKU_015,WH_A,25,25,586,0,18,0
12/4/2023,SKU_015,WH_A,24,24,562,0,18,0
12/5/2023,SKU_015,WH_A,29,29,533,0,18,0
12/6/2023,SKU_015,WH_A,35,35,498,0,18,0
12/7/2023,SKU_015,WH_A,23,23,475,0,18,0
12/8/2023,SKU_015,WH_A,26,26,449,0,18,0
12/9/2023,SKU_015,WH_A,31,31,418,0,18,0
12/10/2023,SKU_015,WH_A,28,28,390,0,18,0
12/11/2023,SKU_015,WH_A,19,19,371,0,18,0
12/12/2023,SKU_015,WH_A,26,26,345,0,18,0
12/13/2023,SKU_015,WH_A,30,30,315,0,18,0
12/14/2023,SKU_015,WH_A,30,30,285,0,18,0
12/15/2023,SKU_015,WH_A,25,25,260,0,18,0
12/16/2023,SKU_015,WH_A,27,27,233,0,18,0
12/17/2023,SKU_015,WH_A,27,27,206,0,18,0
12/18/2023,SKU_015,WH_A,31,31,175,0,18,0
12/19/2023,SKU_015,WH_A,29,29,704,558,18,0
12/20/2023,SKU_015,WH_A,25,25,679,0,18,0
12/21/2023,SKU_015,WH_A,30,30,649,0,18,0
12/22/2023,SKU_015,WH_A,35,35,614,0,18,0
12/23/2023,SKU_015,WH_A,29,29,585,0,18,0
12/24/2023,SKU_015,WH_A,37,37,548,0,18,0
12/25/2023,SKU_015,WH_A,24,24,524,0,18,0
12/26/2023,SKU_015,WH_A,21,21,503,0,18,0
12/27/2023,SKU_015,WH_A,18,18,485,0,18,0
12/28/2023,SKU_015,WH_A,29,29,456,0,18,0
12/29/2023,SKU_015,WH_A,24,24,432,0,18,0
12/30/2023,SKU_015,WH_A,28,28,404,0,18,0
12/31/2023,SKU_015,WH_A,27,27,377,0,18,0
1/1/2024,SKU_015,WH_A,32,32,345,0,18,0
1/2/2024,SKU_015,WH_A,30,30,315,0,18,0
1/3/2024,SKU_015,WH_A,42,42,273,0,18,0
1/4/2024,SKU_015,WH_A,29,29,244,0,18,0
1/5/2024,SKU_015,WH_A,28,28,216,0,18,0
1/6/2024,SKU_015,WH_A,34,34,182,0,18,0
1/7/2024,SKU_015,WH_A,33,33,700,551,18,0
1/8/2024,SKU_015,WH_A,33,33,667,0,18,0
1/9/2024,SKU_015,WH_A,17,17,650,0,18,0
1/10/2024,SKU_015,WH_A,36,36,614,0,18,0
1/11/2024,SKU_015,WH_A,34,34,580,0,18,0
1/12/2024,SKU_015,WH_A,28,28,552,0,18,0
1/13/2024,SKU_015,WH_A,27,27,525,0,18,0
1/14/2024,SKU_015,WH_A,31,31,494,0,18,0
1/15/2024,SKU_015,WH_A,33,33,461,0,18,0
1/16/2024,SKU_015,WH_A,27,27,434,0,18,0
1/17/2024,SKU_015,WH_A,33,33,401,0,18,0
1/18/2024,SKU_015,WH_A,47,47,354,0,18,0
1/19/2024,SKU_015,WH_A,29,29,325,0,18,0
1/20/2024,SKU_015,WH_A,20,20,305,0,18,0
1/21/2024,SKU_015,WH_A,25,25,280,0,18,0
1/22/2024,SKU_015,WH_A,36,36,244,0,18,0
1/23/2024,SKU_015,WH_A,30,30,214,0,18,0
1/24/2024,SKU_015,WH_A,29,29,185,0,18,0
1/25/2024,SKU_015,WH_A,29,29,156,0,18,0
1/26/2024,SKU_015,WH_A,14,14,488,346,18,0
1/27/2024,SKU_015,WH_A,29,29,459,0,18,0
1/28/2024,SKU_015,WH_A,30,30,429,0,18,0
1/29/2024,SKU_015,WH_A,35,35,394,0,18,0
1/30/2024,SKU_015,WH_A,19,19,375,0,18,0
1/31/2024,SKU_015,WH_A,27,27,348,0,18,0
2/1/2024,SKU_015,WH_A,30,30,318,0,18,0
2/2/2024,SKU_015,WH_A,32,32,286,0,18,0
2/3/2024,SKU_015,WH_A,27,27,259,0,18,0
2/4/2024,SKU_015,WH_A,31,31,228,0,18,0
2/5/2024,SKU_015,WH_A,33,33,195,0,18,0
2/6/2024,SKU_015,WH_A,25,25,170,0,18,0
2/7/2024,SKU_015,WH_A,31,31,694,555,18,0
2/8/2024,SKU_015,WH_A,22,22,672,0,18,0
2/9/2024,SKU_015,WH_A,31,31,641,0,18,0
2/10/2024,SKU_015,WH_A,33,33,608,0,18,0
2/11/2024,SKU_015,WH_A,27,27,581,0,18,0
2/12/2024,SKU_015,WH_A,28,28,553,0,18,0
2/13/2024,SKU_015,WH_A,21,21,532,0,18,0
2/14/2024,SKU_015,WH_A,30,30,502,0,18,0
2/15/2024,SKU_015,WH_A,30,30,472,0,18,0
2/16/2024,SKU_015,WH_A,34,34,438,0,18,0
2/17/2024,SKU_015,WH_A,31,31,407,0,18,0
2/18/2024,SKU_015,WH_A,34,34,373,0,18,0
2/19/2024,SKU_015,WH_A,25,25,348,0,18,0
2/20/2024,SKU_015,WH_A,29,29,319,0,18,0
2/21/2024,SKU_015,WH_A,31,31,288,0,18,0
2/22/2024,SKU_015,WH_A,22,22,266,0,18,0
2/23/2024,SKU_015,WH_A,37,37,229,0,18,0
2/24/2024,SKU_015,WH_A,32,32,197,0,18,0
2/25/2024,SKU_015,WH_A,25,25,172,0,18,0
2/26/2024,SKU_015,WH_A,25,25,650,503,18,0
2/27/2024,SKU_015,WH_A,34,34,616,0,18,0
2/28/2024,SKU_015,WH_A,23,23,593,0,18,0
2/29/2024,SKU_015,WH_A,34,34,559,0,18,0
3/1/2024,SKU_015,WH_A,38,38,521,0,18,0
3/2/2024,SKU_015,WH_A,33,33,488,0,18,0
3/3/2024,SKU_015,WH_A,21,21,467,0,18,0
3/4/2024,SKU_015,WH_A,36,36,431,0,18,0
3/5/2024,SKU_015,WH_A,33,33,398,0,18,0
3/6/2024,SKU_015,WH_A,36,36,362,0,18,0
3/7/2024,SKU_015,WH_A,25,25,337,0,18,0
3/8/2024,SKU_015,WH_A,30,30,307,0,18,0
3/9/2024,SKU_015,WH_A,21,21,286,0,18,0
3/10/2024,SKU_015,WH_A,38,38,248,0,18,0
3/11/2024,SKU_015,WH_A,20,20,228,0,18,0
3/12/2024,SKU_015,WH_A,34,34,194,0,18,0
3/13/2024,SKU_015,WH_A,26,26,168,0,18,0
3/14/2024,SKU_015,WH_A,32,32,703,567,18,0
3/15/2024,SKU_015,WH_A,23,23,680,0,18,0
3/16/2024,SKU_015,WH_A,27,27,653,0,18,0
3/17/2024,SKU_015,WH_A,34,34,619,0,18,0
3/18/2024,SKU_015,WH_A,26,26,593,0,18,0
3/19/2024,SKU_015,WH_A,32,32,561,0,18,0
3/20/2024,SKU_015,WH_A,24,24,537,0,18,0
3/21/2024,SKU_015,WH_A,29,29,508,0,18,0
3/22/2024,SKU_015,WH_A,32,32,476,0,18,0
3/23/2024,SKU_015,WH_A,22,22,454,0,18,0
3/24/2024,SKU_015,WH_A,37,37,417,0,18,0
3/25/2024,SKU_015,WH_A,27,27,390,0,18,0
3/26/2024,SKU_015,WH_A,26,26,364,0,18,0
3/27/2024,SKU_015,WH_A,32,32,332,0,18,0
3/28/2024,SKU_015,WH_A,22,22,310,0,18,0
3/29/2024,SKU_015,WH_A,27,27,283,0,18,0
3/30/2024,SKU_015,WH_A,33,33,250,0,18,0
3/31/2024,SKU_015,WH_A,25,25,225,0,18,0
4/1/2024,SKU_015,WH_A,28,28,197,0,18,0
4/2/2024,SKU_015,WH_A,33,33,164,0,18,0
4/3/2024,SKU_015,WH_A,30,30,501,367,18,0
4/4/2024,SKU_015,WH_A,35,35,466,0,18,0
4/5/2024,SKU_015,WH_A,34,34,432,0,18,0
4/6/2024,SKU_015,WH_A,30,30,402,0,18,0
4/7/2024,SKU_015,WH_A,29,29,373,0,18,0
4/8/2024,SKU_015,WH_A,33,33,340,0,18,0
4/9/2024,SKU_015,WH_A,23,23,317,0,18,0
4/10/2024,SKU_015,WH_A,30,30,287,0,18,0
4/11/2024,SKU_015,WH_A,33,33,254,0,18,0
4/12/2024,SKU_015,WH_A,27,27,227,0,18,0
4/13/2024,SKU_015,WH_A,25,25,202,0,18,0
4/14/2024,SKU_015,WH_A,29,29,173,0,18,0
4/15/2024,SKU_015,WH_A,27,27,696,550,18,0
4/16/2024,SKU_015,WH_A,35,35,661,0,18,0
4/17/2024,SKU_015,WH_A,23,23,638,0,18,0
4/18/2024,SKU_015,WH_A,32,32,606,0,18,0
4/19/2024,SKU_015,WH_A,32,32,574,0,18,0
4/20/2024,SKU_015,WH_A,25,25,549,0,18,0
4/21/2024,SKU_015,WH_A,39,39,510,0,18,0
4/22/2024,SKU_015,WH_A,34,34,476,0,18,0
4/23/2024,SKU_015,WH_A,24,24,452,0,18,0
4/24/2024,SKU_015,WH_A,34,34,418,0,18,0
4/25/2024,SKU_015,WH_A,21,21,397,0,18,0
4/26/2024,SKU_015,WH_A,20,20,377,0,18,0
4/27/2024,SKU_015,WH_A,35,35,342,0,18,0
4/28/2024,SKU_015,WH_A,30,30,312,0,18,0
4/29/2024,SKU_015,WH_A,23,23,289,0,18,0
4/30/2024,SKU_015,WH_A,26,26,263,0,18,0
5/1/2024,SKU_015,WH_A,24,24,239,0,18,0
5/2/2024,SKU_015,WH_A,18,18,221,0,18,0
5/3/2024,SKU_015,WH_A,22,22,199,0,18,0
5/4/2024,SKU_015,WH_A,23,23,176,0,18,0
5/5/2024,SKU_015,WH_A,28,28,578,430,18,0
5/6/2024,SKU_015,WH_A,35,35,543,0,18,0
5/7/2024,SKU_015,WH_A,28,28,515,0,18,0
5/8/2024,SKU_015,WH_A,41,41,474,0,18,0
5/9/2024,SKU_015,WH_A,33,33,441,0,18,0
5/10/2024,SKU_015,WH_A,30,30,411,0,18,0
5/11/2024,SKU_015,WH_A,35,35,376,0,18,0
5/12/2024,SKU_015,WH_A,31,31,345,0,18,0
5/13/2024,SKU_015,WH_A,37,37,308,0,18,0
5/14/2024,SKU_015,WH_A,27,27,281,0,18,0
5/15/2024,SKU_015,WH_A,33,33,248,0,18,0
5/16/2024,SKU_015,WH_A,41,41,207,0,18,0
5/17/2024,SKU_015,WH_A,28,28,179,0,18,0
5/18/2024,SKU_015,WH_A,35,35,714,570,18,0
5/19/2024,SKU_015,WH_A,23,23,691,0,18,0
5/20/2024,SKU_015,WH_A,28,28,663,0,18,0
5/21/2024,SKU_015,WH_A,28,28,635,0,18,0
5/22/2024,SKU_015,WH_A,27,27,608,0,18,0
5/23/2024,SKU_015,WH_A,24,24,584,0,18,0
5/24/2024,SKU_015,WH_A,30,30,554,0,18,0
5/25/2024,SKU_015,WH_A,32,32,522,0,18,0
5/26/2024,SKU_015,WH_A,35,35,487,0,18,0
5/27/2024,SKU_015,WH_A,34,34,453,0,18,0
5/28/2024,SKU_015,WH_A,23,23,430,0,18,0
5/29/2024,SKU_015,WH_A,34,34,396,0,18,0
5/30/2024,SKU_015,WH_A,27,27,369,0,18,0
5/31/2024,SKU_015,WH_A,27,27,342,0,18,0
6/1/2024,SKU_015,WH_A,22,22,320,0,18,0
6/2/2024,SKU_015,WH_A,26,26,294,0,18,0
6/3/2024,SKU_015,WH_A,28,28,266,0,18,0
6/4/2024,SKU_015,WH_A,29,29,237,0,18,0
6/5/2024,SKU_015,WH_A,25,25,212,0,18,0
6/6/2024,SKU_015,WH_A,24,24,188,0,18,0
6/7/2024,SKU_015,WH_A,30,30,158,0,18,0
6/8/2024,SKU_015,WH_A,27,27,413,282,18,0
6/9/2024,SKU_015,WH_A,26,26,387,0,18,0
6/10/2024,SKU_015,WH_A,33,33,354,0,18,0
6/11/2024,SKU_015,WH_A,36,36,318,0,18,0
6/12/2024,SKU_015,WH_A,34,34,284,0,18,0
6/13/2024,SKU_015,WH_A,30,30,254,0,18,0
6/14/2024,SKU_015,WH_A,21,21,233,0,18,0
6/15/2024,SKU_015,WH_A,29,29,204,0,18,0
6/16/2024,SKU_015,WH_A,30,30,174,0,18,0
6/17/2024,SKU_015,WH_A,32,32,627,485,18,0
6/18/2024,SKU_015,WH_A,21,21,606,0,18,0
6/19/2024,SKU_015,WH_A,29,29,577,0,18,0
6/20/2024,SKU_015,WH_A,24,24,553,0,18,0
6/21/2024,SKU_015,WH_A,30,30,523,0,18,0
6/22/2024,SKU_015,WH_A,35,35,488,0,18,0
6/23/2024,SKU_015,WH_A,23,23,465,0,18,0
6/24/2024,SKU_015,WH_A,30,30,435,0,18,0
6/25/2024,SKU_015,WH_A,37,37,398,0,18,0
6/26/2024,SKU_015,WH_A,30,30,368,0,18,0
6/27/2024,SKU_015,WH_A,27,27,341,0,18,0
6/28/2024,SKU_015,WH_A,26,26,315,0,18,0
6/29/2024,SKU_015,WH_A,36,36,279,0,18,0
6/30/2024,SKU_015,WH_A,27,27,252,0,18,0
7/1/2024,SKU_015,WH_A,22,22,230,0,18,0
7/2/2024,SKU_015,WH_A,33,33,197,0,18,0
7/3/2024,SKU_015,WH_A,21,21,176,0,18,0
7/4/2024,SKU_015,WH_A,31,31,553,408,18,0
7/5/2024,SKU_015,WH_A,30,30,523,0,18,0
7/6/2024,SKU_015,WH_A,25,25,498,0,18,0
7/7/2024,SKU_015,WH_A,27,27,471,0,18,0
7/8/2024,SKU_015,WH_A,35,35,436,0,18,0
7/9/2024,SKU_015,WH_A,25,25,411,0,18,0
7/10/2024,SKU_015,WH_A,30,30,381,0,18,0
